Index,Name,Overall_Rating,Cuisine,Rate for two,City,Review,sentiment
743,Celeste Cafe & Bar,3.0,"Cafe, Coffee, Beverages, Continental, North Indian, Chinese, Fast Food, Desserts","1,500",chandigarh,celeste cafe twice occasions enriching experience menu unique dishes tickle taste buds indian conti helping good ambience aesthetic overall gives feel good factor terms environment,neutral
744,Celeste Cafe & Bar,3.0,"Cafe, Coffee, Beverages, Continental, North Indian, Chinese, Fast Food, Desserts","1,500",chandigarh,good place lunch dinner classy ambiance,neutral
745,Celeste Cafe & Bar,3.0,"Cafe, Coffee, Beverages, Continental, North Indian, Chinese, Fast Food, Desserts","1,500",chandigarh,aesthetic cafe mouth watering food drinks thai curry something die,neutral
746,Celeste Cafe & Bar,3.0,"Cafe, Coffee, Beverages, Continental, North Indian, Chinese, Fast Food, Desserts","1,500",chandigarh,basically eating places means food commendable place lacks wonder ppl posted food good keeping place trendy mean serves good food pizza close enough pizza neither phad thai noodles wastage money,neutral
747,Mansar Coffee,3.8,"Cafe, Fast Food, Mexican, Sandwich, Pasta, Pizza, Thai, Coffee",850,chandigarh,wrong item sent,neutral
748,Mansar Coffee,3.8,"Cafe, Fast Food, Mexican, Sandwich, Pasta, Pizza, Thai, Coffee",850,chandigarh,superb best,neutral
749,Owling By Fat Dad,4.2,"Cafe, Fast Food, Pizza, Pasta, Salad, Street Food, Beverages, Desserts",900,chandigarh,stale food worst experience,positive
750,Owling By Fat Dad,4.2,"Cafe, Fast Food, Pizza, Pasta, Salad, Street Food, Beverages, Desserts",900,chandigarh,momo worse sadak wale b ache hote ae packing pe tape nai lagayi na kuch kiya bekar kaam inke,positive
751,Downtown Cafe & Bakery,4.0,"Cafe, Chinese, Fast Food, Beverages, North Indian",850,chandigarh,amazing test would say must try,positive
752,Downtown Cafe & Bakery,4.0,"Cafe, Chinese, Fast Food, Beverages, North Indian",850,chandigarh,mistake one item sachin manager delivered usually eat person definitely order,positive
753,French Press Cafe,3.5,"Cafe, Italian, Fast Food, Salad, Desserts, Beverages, Coffee, Tea","1,200",chandigarh,wonderful gourmet food ever affection shown,neutral
754,French Press Cafe,3.5,"Cafe, Italian, Fast Food, Salad, Desserts, Beverages, Coffee, Tea","1,200",chandigarh,visit books brew quite often eyeing visit french press cafe quite went cafe empty graveyard night ordered cappuccino working also waiting partner arrive approximately hour owner sends employee tell leave order anything else till point time keeping mind waiting somebody arrive eating beforehand done meal seems inappropriate left politely without complaining warm behaviour went straight books brew met partner loads fun food often used read,neutral
755,Pokket Cafe,3.4,"Cafe, Fast Food, Desserts, Beverages",650,chandigarh,forgot second burger brought one,neutral
756,Pokket Cafe,3.4,"Cafe, Fast Food, Desserts, Beverages",650,chandigarh,provided french fries burger go eat provide,neutral
757,Pokket Cafe,3.4,"Cafe, Fast Food, Desserts, Beverages",650,chandigarh,classic fries good peri peri fries sweet expected spicy,neutral
758,Pokket Cafe,3.4,"Cafe, Fast Food, Desserts, Beverages",650,chandigarh,blueberry cheese cake really good liked staff service delay food delivery wait lot time,neutral
759,BitesBee,3.9,"Cafe, Coffee, South Indian, North Indian, Chinese, Fast Food, Desserts, Shake","1,000",chandigarh,soft tasty average,neutral
760,BitesBee,3.9,"Cafe, Coffee, South Indian, North Indian, Chinese, Fast Food, Desserts, Shake","1,000",chandigarh,first meal day turns amazing whole day goes amazing quite nice breakfast,neutral
761,Sardar-Ji-Bakhsh Coffee & Co.,4.0,"Coffee, Tea, Cafe, Fast Food, Burger, Pasta, Sandwich, Pizza",700,chandigarh,excellent product,positive
762,Sardar-Ji-Bakhsh Coffee & Co.,4.0,"Coffee, Tea, Cafe, Fast Food, Burger, Pasta, Sandwich, Pizza",700,chandigarh,cup leaking please make sure packaging done right,positive
763,BenJi Cafe,4.1,"Cafe, North Indian, Fast Food",500,chandigarh,sauces burger,positive
764,BenJi Cafe,4.1,"Cafe, North Indian, Fast Food",500,chandigarh,sauces burger,positive
765,BenJi Cafe,4.1,"Cafe, North Indian, Fast Food",500,chandigarh,bad,positive
766,The Inside Cafe,3.5,"Cafe, Fast Food, Street Food, Beverages",350,chandigarh,,neutral
767,The Inside Cafe,3.5,"Cafe, Fast Food, Street Food, Beverages",350,chandigarh,ordered first time grilled patty yummy tasty,neutral
768,The Inside Cafe,3.5,"Cafe, Fast Food, Street Food, Beverages",350,chandigarh,good breakfast love food ordering something must try sandwich,neutral
769,Pistol 06 Cafe And Lounge,3.5,"Cafe, Fast Food, Beverages, Pizza, Shake",550,chandigarh,paisa wasool,neutral
770,The Food Garden,,"Cafe, Salad, Healthy Food, Fast Food, North Indian, Beverages",850,chandigarh,taste good quantity low compared price would recommend others,neutral
771,The Food Garden,,"Cafe, Salad, Healthy Food, Fast Food, North Indian, Beverages",850,chandigarh,pathetic food rejected,neutral
772,The Food Garden,,"Cafe, Salad, Healthy Food, Fast Food, North Indian, Beverages",850,chandigarh,thupka pack cold drink packing taste less less quantity packing broken,neutral
773,The Food Garden,,"Cafe, Salad, Healthy Food, Fast Food, North Indian, Beverages",850,chandigarh,fast dilver,neutral
774,The Food Garden,,"Cafe, Salad, Healthy Food, Fast Food, North Indian, Beverages",850,chandigarh,tried hummus pita bread today expected good hummus mohali try menu future full marks chef,neutral
